id,gender,age,year,school,mar,income,job,region,phone_usage_per_m,mobile_bundle,telecom
15680004,1,24,2025,4,1,11,1,4,25,1,4
15710001,2,58,2025,5,2,6,1,4,45,1,1
15710002,1,64,2025,5,2,3,1,4,20,1,3
15710004,2,29,2025,5,1,8,1,4,63,1,2
15720003,2,53,2025,4,2,1,2,4,80,1,3
15720004,2,27,2025,4,1,5,1,4,41,1,3
15720005,1,24,2025,4,1,12,1,4,40,1,3
15720006,1,57,2025,5,2,9,1,4,80,1,3
15720101,2,81,2025,2,2,1,2,4,16,2,3
15730001,1,75,2025,3,3,1,2,4,32,1,3
15730007,2,47,2025,6,4,10,1,4,100,1,3
15730008,1,19,2025,5,1,1,2,4,51,1,3
15730101,2,44,2025,5,2,11,1,4,44,1,3
15730102,1,46,2025,5,2,13,1,4,110,1,3
15730103,1,15,2025,3,1,1,2,4,22,1,3
15730104,2,13,2025,3,1,1,2,4,20,1,3
15750002,2,84,2025,4,3,4,2,4,12,1,1
15750101,1,55,2025,4,2,8,1,4,55,1,1
15750102,2,51,2025,4,2,1,2,4,55,1,1
15750103,2,24,2025,5,1,6,1,4,85,1,1
15750104,1,17,2025,4,1,1,2,4,35,1,1
15760001,1,58,2025,6,2,18,1,4,41,1,3
15760002,2,56,2025,5,2,6,1,4,41,1,3
15760003,2,24,2025,5,1,1,2,4,38,1,3
15760004,2,22,2025,5,1,1,2,4,41,1,3
15770001,1,56,2025,5,2,18,1,4,65,1,2
15770002,2,49,2025,5,2,10,1,4,72,1,3
15770003,1,24,2025,5,1,1,2,4,72,1,3
15770004,1,21,2025,5,1,1,2,4,72,1,3
15780001,2,77,2025,4,3,3,2,4,34,1,3
15820001,1,55,2025,4,1,8,1,8,37,2,3
15860001,1,62,2025,4,2,9,1,4,48,1,3
15860002,2,62,2025,4,2,1,2,4,46,1,3
15860003,2,28,2025,4,1,6,1,4,75,1,3
15890001,2,58,2025,5,4,5,1,8,25,1,1
15910002,2,67,2025,4,2,7,1,1,38,1,1
15910003,1,36,2025,5,1,9,1,1,64,1,1
16050002,2,66,2025,4,3,7,1,1,33,1,1
16050004,1,40,2025,5,1,10,1,1,68,1,1
16080003,1,42,2025,5,4,10,1,1,35,1,3
16100001,1,62,2025,5,2,9,1,5,55,1,3
16100002,2,58,2025,4,2,1,2,5,55,1,3
16100101,1,34,2025,5,2,9,1,5,60,1,3
16100102,2,33,2025,5,2,1,2,5,55,1,3
16100201,2,32,2025,5,2,9,1,5,60,1,1
16100202,1,34,2025,5,2,9,1,5,60,1,1
16110001,1,88,2025,2,3,3,2,5,15,2, 
16120001,1,42,2025,5,1,9,1,1,66,1,1
16130001,1,57,2025,4,2,11,1,1,55,1,3
16130002,2,54,2025,4,2,1,2,1,33,1,2
16140001,1,55,2025,5,2,12,1,1,60,1,3
16140002,2,51,2025,4,2,1,2,1,30,1,2
16150001,1,53,2025,4,2,12,1,1,52,1,3
16150002,2,51,2025,4,2,1,2,1,34,1,3
16170001,1,54,2025,4,2,9,1,1,55,1,3
16170002,2,50,2025,4,2,5,1,1,37,1,3
16180001,1,45,2025,5,2,11,1,1,61,1,2
16180002,2,45,2025,4,2,1,2,1,50,1,2
16190001,1,52,2025,4,1,10,1,1,61,1,3
16200001,1,55,2025,4,2,9,1,1,55,1,1
16200002,2,52,2025,4,2,5,1,1,43,1,1
16210001,1,85,2025,3,2,3,2,8,35,2,4
16210002,2,80,2025,2,2,2,2,8,35,2,3
16220001,1,63,2025,4,2,9,1,8,40,1,2
16220002,2,60,2025,4,2,1,2,8,40,1,2
16240001,1,44,2025,4,2,9,1,8,60,1,2
16240002,2,50,2025,4,2,1,2,8,40,1,2
16250001,1,66,2025,4,2,7,1,8,40,1,2
16250002,2,64,2025,4,2,1,2,8,45,1,2
16260001,2,67,2025,4,3,7,1,8,40,1,2
16260002,1,39,2025,5,1,8,1,8,60,1,2
16280001,1,58,2025,4,2,7,1,8,34,1,3
16280002,2,52,2025,5,2,5,1,8,34,1,3
16280003,1,25,2025,5,1,1,2,8,65,1,3
16290001,1,85,2025,4,2,5,1,8,30,1,1
16290002,2,83,2025,4,2,1,2,8,23,1,1
16300001,2,66,2025,5,3,7,2,8,34,1,1
16310001,1,58,2025,5,2,9,1,8,59,2,1
16310002,2,55,2025,5,2,1,2,8,45,2,2
16320001,1,50,2025,5,2,11,1,8,59,2,1
16320002,2,50,2025,5,2,1,2,8,47,2,3
16340001,1,55,2025,3,2,10,1,8,60,1,2
16340002,2,56,2025,3,2,1,2,8,35,1,2
16350002,2,50,2025,4,4,6,1,8,40,1,2
16350003,1,23,2025,5,1,2,2,8,50,1,2
16420002,2,51,2025,4,2,1,2,8,55,2,1
16420003,1,26,2025,5,1,1,2,8,43,1,1
16440001,1,69,2025,5,2,7,1,8,33,2,3
16440002,2,64,2025,4,2,1,2,8,33,2,3
16470001,1,56,2025,4,2,10,1,8,40,1,2
16470002,2,49,2025,4,2,7,1,8,45,1,2
16470004,2,17,2025,4,1,1,2,8,25,1,3
16510002,2,52,2025,5,2,1,2,8,55,2,3
16510003,2,26,2025,5,1,1,2,8,49,2,1
16520001,1,55,2025,4,2,7,1,8,33,2,3
16520002,2,51,2025,4,2,4,1,8,34,1,1
16550002,2,58,2025,4,2,1,2,8,59,2,1
16550003,1,22,2025,5,1,1,2,8,47,2,3
16560001,1,68,2025,4,2,7,1,8,47,2,3
16560002,2,64,2025,4,2,1,2,8,47,2,3
16570001,1,80,2025,4,2,5,1,8,27,2,2
16570002,2,78,2025,2,2,2,2,8,20,2,2
16580002,2,57,2025,4,2,1,2,8,39,2,2
16580004,1,23,2025,5,1,1,2,8,55,2,3
16600001,2,53,2025,5,4,9,1,8,55,1,1
16610002,2,73,2025,4,2,1,2,8,35,1,3
16740002,2,68,2025,4,2,1,2,8,34,1,1
16760002,2,77,2025,4,2,1,2,8,34,1,1
16770001,2,64,2025,3,4,6,1,8,35,1,3
16770002,2,32,2025,4,1,6,1,8,30,1,3
16780001,2,82,2025,3,3,5,2,8,25,1,1
16790003,2,91,2025,2,3,1,2,8,16,2, 
16790005,2,54,2025,6,1,10,1,8,76,2,3
16810002,2,51,2025,5,2,8,1,8,52,1,1
16820001,1,53,2025,5,2,11,1,8,56,1,3
16820002,2,48,2025,5,2,1,2,8,50,1,3
16820003,1,21,2025,5,1,1,2,8,65,1,3
16830001,2,66,2025,4,3,1,2,8,39,2,1
16850001,1,70,2025,4,2,7,1,8,38,1,1
16850002,2,66,2025,4,2,7,1,8,55,1,2
17030002,2,42,2025,4,2,7,1,2,70,1,1
17030003,2,68,2025,3,3,5,1,2,48,2,3
17030004,1,21,2025,5,1,1,2,2,65,2,2
17040001,2,64,2025,3,4,8,1,2,58,2,3
17040002,2,29,2025,4,1,8,1,2,80,2,2
17060001,2,70,2025,3,3,3,2,2,48,1,3
17070001,1,82,2025,4,2,3,2,2,40,2,3
17070002,2,80,2025,3,2,2,2,2,48,2,3
17070003,2,23,2025,5,1,6,1,2,70,2,2
17080001,2,57,2025,4,4,10,1,2,60,2,3
17080002,1,32,2025,5,1,9,1,2,70,1,2
17080003,1,27,2025,5,1,9,1,2,80,1,2
17090001,2,88,2025,3,3,3,2,2,40,2,4
17100002,2,86,2025,2,3,3,2,2,35,2,3
17110001,1,65,2025,4,2,7,1,2,50,2,1
17110002,2,62,2025,4,2,7,1,2,60,1,3
17110003,1,38,2025,5,1,11,1,2,70,1,1
17120001,1,66,2025,5,2,9,1,2,70,1,1
17120002,2,62,2025,5,2,1,2,2,50,1,2
17120003,1,22,2025,5,1,1,2,2,60,2,1
17130001,1,66,2025,4,2,3,2,2,50,2,3
17130002,2,60,2025,3,2,2,2,2,50,1,3
17130003,1,34,2025,5,1,8,1,2,70,2,1
17140001,2,73,2025,3,3,2,2,2,50,1,3
17140002,2,48,2025,5,1,9,1,2,80,1,1
17220001,1,65,2025,5,2,9,1,2,58,1,1
17220002,2,61,2025,4,2,1,2,2,45,1,1
17370001,1,72,2025,4,2,4,1,6,34,1,3
17370002,2,75,2025,3,2,2,2,6,34,1,1
17390002,2,91,2025,2,3,10,2,6,12,1,4
17400001,1,53,2025,5,2,9,1,6,55,1,3
17400002,2,53,2025,5,2,8,1,6,50,1,2
17400004,1,17,2025,4,1,1,2,6,35,1,2
17400101,2,28,2025,5,1,6,1,6,50,1,3
17430001,1,63,2025,4,2,9,1,6,56,1,2
17430002,2,62,2025,4,2,1,2,6,40,1,2
17430003,1,35,2025,5,1,9,1,6,70,1,1
17440001,1,62,2025,6,2,1,2,6,20,1,3
17440002,2,61,2025,5,2,6,1,6,26,1,3
17440003,1,32,2025,5,1,8,1,6,90,1,3
17450001,1,62,2025,4,2,9,1,6,57,1,3
17450002,2,58,2025,4,2,5,1,6,70,1,3
17450004,1,32,2025,5,1,7,1,6,55,1,3
17470001,2,55,2025,4,4,11,1,6,65,1,3
17470002,2,28,2025,5,1,7,1,6,85,1,3
17480001,1,85,2025,2,3,3,2,6,48,1,3
17490001,1,71,2025,4,2,2,1,6,34,1,1
17490002,2,67,2025,3,2,7,1,6,38,1,2
17500001,1,75,2025,4,2,4,2,6,33,1,3
17500002,2,74,2025,3,2,2,2,6,33,1,3
17500101,2,63,2025,5,1,7,1,6,115,1,3
17510002,2,70,2025,2,3,3,2,6,45,1,1
17550001,1,51,2025,5,2,11,1,2,75,1,1
17550002,2,53,2025,4,2,1,2,2,55,1,1
17550003,1,19,2025,5,1,1,2,2,30,1,1
17570001,1,64,2025,5,2,8,1,2,18,1,4
17570002,2,61,2025,5,2,1,2,2,20,1,4
17570003,2,31,2025,5,1,10,1,2,80,1,2
17580001,1,73,2025,5,2,1,2,2,45,2,2
17580002,2,72,2025,4,2,1,2,2,48,1,3
17580003,1,48,2025,5,1,9,1,2,70,2,1
17610001,1,60,2025,5,2,8,1,2,45,1,2
17610002,2,58,2025,5,2,1,2,2,45,1,2
17610003,2,36,2025,6,1,9,1,2,50,1,2
17620001,1,69,2025,4,3,9,1,2,45,1,2
17620002,2,38,2025,5,1,9,1,2,80,2,1
17620003,1,32,2025,6,1,9,1,2,68,2,1
17630001,1,74,2025,4,2,3,2,2,45,1,1
17630002,2,67,2025,4,2,2,2,2,45,1,1
17630003,1,38,2025,5,1,8,1,2,65,1,1
17650001,1,67,2025,4,2,7,1,2,43,1,2
17650002,2,62,2025,4,2,1,2,2,43,1,2
17670001,1,63,2025,5,2,12,1,2,55,1,3
17670002,2,62,2025,4,2,1,2,2,45,1,3
17670004,2,31,2025,5,1,6,1,2,58,1,3
17690001,1,70,2025,5,2,7,2,2,45,1,3
17690002,2,67,2025,4,2,2,2,2,43,1,3
17690005,1,35,2025,5,1,8,1,2,65,1,3
17720001,1,70,2025,5,2,7,2,2,45,1,3
17720002,2,66,2025,4,2,7,2,2,45,1,3
17740001,1,49,2025,4,2,8,1,4,69,1,1
17740002,2,49,2025,4,2,1,2,4,69,1,1
17740004,2,19,2025,5,1,1,2,4,51,1,1
17750001,1,51,2025,5,2,8,1,4,50,1,1
17750002,2,50,2025,4,2,1,2,4,15,1,1
17750003,1,22,2025,5,1,1,2,4,20,1,1
17770001,1,50,2025,5,2,9,1,4,22,1,3
17770002,2,50,2025,4,2,6,1,4,29,1,3
17770003,1,23,2025,5,1,1,2,4,66,1,3
17770004,2,19,2025,5,1,1,2,4,86,1,3
17800001,1,47,2025,5,2,10,1,4,24,1,1
17800002,2,46,2025,4,2,6,1,4,24,1,1
17800003,2,21,2025,5,1,1,2,4,25,1,1
17860001,1,47,2025,5,2,11,1,6,60,1,1
17860002,2,45,2025,5,2,1,2,6,55,1,1
17860004,1,16,2025,4,1,1,2,6,55,1,1
17880001,1,86,2025,3,2,4,2,6,50,2,3
17880002,2,81,2025,2,2,2,2,6, , , 
17900001,1,71,2025,3,2,1,2,6,25,1,3
17900002,2,66,2025,3,2,1,2,6,25,1,3
17900005,1,32,2025,5,1,6,1,6,55,1,3
17900101,1,46,2025,5,2,7,1,6,50,1,1
17900102,2,42,2025,5,2,6,1,6,50,1,1
17960002,2,82,2025,2,3,3,1,6,13,1,4
18000002,2,83,2025,2,3,3,1,6,12,1,2
18020002,2,83,2025,4,3,3,2,6,49,1,1
18040001,1,48,2025,5,2,8,1,6,61,1,2
18040002,2,49,2025,5,2,7,1,6,60,1,2
18040004,1,21,2025,5,1,1,2,6,49,1,2
18060002,2,71,2025,4,3,6,1,6,32,1,1
18070001,1,52,2025,4,2,9,1,6,54,2,1
18070002,2,51,2025,4,2,1,2,6,54,1,1
18080001,1,62,2025,5,2,6,1,6,43,1,2
18080002,2,55,2025,5,2,6,1,6,42,2,2
18080003,2,34,2025,5,1,7,1,6,48,2,2
18090001,1,75,2025,5,2,2,2,6,17,1,3
18090002,2,72,2025,4,2,2,2,6,17,1,3
18100001,1,51,2025,4,2,9,1,6,52,2,1
18100002,2,53,2025,5,2,5,1,6,42,2,1
18100003,2,24,2025,5,1,1,2,6,44,1,1
18110001,1,64,2025,4,4,5,1,6,47,1,3
18110003,1,29,2025,4,1,7,1,6,45,2,3
18130002,2,59,2025,5,2,7,1,2,45,1,2
18160002,2,60,2025,4,2,1,2,2,49,1,3
18170002,2,64,2025,4,2,1,2,2,25,1,1
18180001,1,43,2025,5,2,11,1,2,100,1,3
18180002,2,43,2025,5,2,5,1,2,70,1,3
18200001,1,70,2025,3,2,5,1,15,15,2,4
18200002,2,67,2025,4,2,1,1,15,15,2,4
18210002,1,58,2025,5,1,3,2,2,55,1,1
18230001,1,60,2025,5,2,7,1,2,55,1,2
18240002,2,50,2025,4,2,1,2,2,49,1,2
18250001,1,56,2025,5,2,9,1,2,48,1,3
18250002,2,47,2025,5,2,1,2,2,49,1,3
18260002,2,44,2025,4,2,1,2,2,54,2,3
18280001,2,68,2025,3,3,2,2,2,37,1,1
18280002,1,40,2025,5,1,7,1,2,45,2,1
18290001,1,50,2025,4,1,7,1,2,42,2,1
18290002,1,41,2025,4,1,4,1,2,45,2,1
18300002,2,74,2025,4,2,5,1,2,44,2,1
18310001,2,83,2025,2,3,2,2,2,14,2,2
18330001,1,53,2025,4,2,9,1,8,55,1,2
18330002,2,48,2025,4,2,1,2,8,35,1,2
18340001,1,73,2025,5,2,10,1,8,80,1,2
18340002,2,68,2025,4,2,1,2,8,80,1,2
18340003,1,44,2025,4,1,7,1,8,24,1,2
18360001,1,51,2025,4,2,9,1,8,110,1,1
18360002,2,51,2025,4,2,1,2,8,49,1,1
18360003,2,24,2025,5,1,1,2,8,61,1,1
18380001,1,53,2025,4,2,10,1,8,55,1,1
18380002,2,47,2025,4,2,1,2,8,48,1,3
18390001,1,70,2025,4,2,8,1,15,44,1,3
18390002,2,68,2025,4,2,1,2,15,44,1,3
18400001,1,52,2025,4,2,7,1,2,42,1,1
18400002,2,52,2025,4,2,5,1,2,42,1,1
18400003,2,24,2025,5,1,1,2,2,34,1,1
18410001,1,82,2025,4,2,4,1,2,28,1,1
18410002,2,81,2025,2,2,1,2,2,28,1,1
18420001,1,51,2025,4,2,7,1,2,42,1,1
18420002,2,48,2025,4,2,5,1,2,42,1,1
18420003,2,20,2025,5,1,1,2,2,33,1,1
18430001,1,87,2025,2,3,6,1,2,16,1,3
18440001,1,47,2025,4,2,7,1,2,48,1,1
18440002,2,45,2025,4,2,1,2,2,48,1,1
18460005,1,43,2025,5,1,8,1,2,55,1,1
18470001,1,81,2025,4,2,4,2,2,15,1,4
18470002,2,76,2025,4,2,4,1,2,15,1,4
18480001,2,59,2025,3,4,7,1,2,48,1,1
18480002,2,34,2025,5,1,7,1,2,69,1,1
18540001,1,56,2025,4,2,8,1,6,55,1,1
18540002,2,49,2025,4,2,7,1,6,50,1,1
18540003,2,23,2025,5,1,1,2,6,45,1,1
18540004,2,16,2025,4,1,1,2,6,40,1,1
18620001,1,81,2025,3,2,2,2,2, , , 
18620002,2,78,2025,3,2,2,2,2,37,2,1
18640001,1,58,2025,4,2,9,1,2,52,1,1
18640002,2,55,2025,4,2,5,1,2,52,1,1
18640003,1,21,2025,5,1,1,2,2,38,1,1
18660002,2,86,2025,2,3,2,2,2,18,2,3
18690001,2,93,2025,2,3,2,2,2,14,2, 
18700001,1,76,2025,4,2,5,1,2,16,1, 
18700002,2,76,2025,3,2,2,2,2,16,1,3
18700003,2,45,2025,4,1,5,1,2,49,1,3
18710001,1,60,2025,4,2,5,1,2,49,1,2
18710002,2,58,2025,4,2,2,1,2,49,1,2
18710003,2,25,2025,5,1,5,1,2,49,1,2
18720001,1,55,2025,5,2,7,1,2,43,1,2
18720002,2,54,2025,5,2,2,1,2,43,1,1
18720003,1,31,2025,5,1,7,1,2,42,1,1
18730001,1,45,2025,4,1,6,1,2,48,1,1
18740001,2,94,2025,2,3,2,2,2,13,1, 
18750001,1,79,2025,4,2,5,1,2,34,1,1
18750002,2,77,2025,3,2,2,2,2,37,1,1
18750003,2,97,2025,2,3,2,2,2, , , 
18760001,1,88,2025,3,3,2,2,2,18,2,1
18770002,2,95,2025,2,3,2,2,2,30,2, 
18780001,1,85,2025,3,2,2,2,2, , , 
18780002,2,83,2025,3,2,2,2,2,23,2,2
18820001,1,59,2025,5,1,6,1,6,55,1,2
18830001,1,95,2025,3,2,2,2,6, , , 
18830002,2,93,2025,2,2,2,2,6,20,2, 
18840001,1,90,2025,2,2,2,2,6, , , 
18840002,2,83,2025,2,2,3,1,6,20,2, 
18850002,2,82,2025,2,3,2,1,6,20,1, 
18850003,1,29,2025,5,1,4,1,6,50,1,1
18850004,2,58,2025,4,4,3,2,6,45,1,1
18860001,1,50,2025,5,2,10,1,6,54,1,3
18860002,2,47,2025,5,2,1,2,6,44,1,3
18860003,1,18,2025,4,1,1,2,6,44,1,3
18870001,1,55,2025,5,2,9,1,6,45,1,3
18870002,2,53,2025,4,2,1,2,6,43,1,3
18870003,2,24,2025,5,1,1,2,6,48,1,1
18890001,1,59,2025,5,2,10,1,17,54,1,3
18890002,2,58,2025,5,2,1,2,17,44,1,3
18890003,1,22,2025,5,1,1,2,17,45,1,3
18900001,1,59,2025,5,2,7,1,6,48,1,1
18900002,2,49,2025,4,2,5,1,6,38,1,1
18900003,1,24,2025,5,1,1,2,6,47,1,1
18910001,1,59,2025,4,2,7,1,6,44,1,3
18910002,2,57,2025,4,2,7,1,6,34,1,3
18910003,1,27,2025,5,1,1,2,6,54,1,3
18920001,1,51,2025,5,2,9,1,6,48,1,1
18920002,2,49,2025,6,2,6,1,6,44,1,1
18920003,1,17,2025,4,1,1,2,6,34,1,1
18930001,1,68,2025,4,2,5,1,6,35,1,3
18930002,2,68,2025,4,2,5,1,6,35,1,3
18940001,1,82,2025,3,2,3,1,2,15,2,1
18940002,2,76,2025,3,2,3,2,2,28,2,1
18950001,1,84,2025,3,2,3,1,2, , , 
18950002,2,81,2025,2,2,3,1,2,12,2,2
18960001,1,68,2025,4,2,9,1,2,40,1,3
18960002,2,63,2025,4,2,4,1,2,40,1,3
18970002,2,67,2025,4,2,2,2,15,34,1,1
18980002,2,83,2025,2,3,3,2,2,15,2,2
18990001,1,60,2025,4,2,4,1,2,17,2,3
18990002,2,58,2025,4,2,2,1,2,34,2,3
19000001,1,74,2025,4,2,4,1,2, , , 
19000002,2,72,2025,3,2,3,1,2,15,1,1
19010001,1,66,2025,4,2,5,1,2,34,1,3
19010003,2,65,2025,4,2,2,2,2,34,1,3
19020002,2,53,2025,5,2,2,2,2,33,1,3
19030001,1,67,2025,4,2,5,1,2,23,1,2
19030002,2,63,2025,4,2,2,2,2,34,1,3
19050001,1,78,2025,4,2,2,2,2,35,1,1
19060001,1,51,2025,5,2,10,1,2,40,1,1
19060002,2,50,2025,4,2,5,1,2,40,1,1
19070001,1,55,2025,5,2,11,1,2,45,2,3
19070002,2,48,2025,4,2,6,1,2,40,2,3
19070003,2,21,2025,5,1,1,2,2,45,2,3
19080001,1,58,2025,4,2,8,1,2,50,2,1
19080002,2,57,2025,4,2,5,1,2,50,2,1
19090001,1,49,2025,5,2,6,1,2,40,2,3
19090002,2,48,2025,5,2,10,1,2,40,2,3
19100001,1,59,2025,4,2,10,1,2,40,2,1
19110004,1,55,2025,4,1,7,1,2,30,1,1
19120002,2,88,2025,2,3,1,2,2,12,1, 
19130003,1,41,2025,5,2,8,1,2,45,2,1
19170003,1,59,2025,5,2,7,1,6,40,1,1
19170004,2,56,2025,5,2,6,1,6,40,1,1
19170005,1,28,2025,5,1,5,1,6,35,1,1
19170006,1,25,2025,5,1,1,2,6,20,1,1
19200001,1,70,2025,3,2,6,1,6,80,1,1
19200002,2,67,2025,4,2,5,1,6,80,1,1
19200003,1,43,2025,5,1,6,1,6,50,1,1
19200101,1,41,2025,5,2,8,1,6,110,1,1
19200102,2,36,2025,5,2,6,1,6,150,1,1
19230001,1,43,2025,5,2,9,1,17,80,1,3
19230002,2,44,2025,4,2,6,1,17,70,1,3
19230003,1,16,2025,4,1,1,2,17,30,1,3
19230004,1,16,2025,4,1,1,2,17,30,1,3
19250001,2,82,2025,2,3,3,2,6,25,2,2
19280001,2,79,2025,4,3,2,2,2,35,1,2
19280002,1,47,2025,5,2,9,1,2,53,1,2
19280003,2,46,2025,5,2,7,1,2,54,1,2
19300001,1,72,2025,5,2,3,2,2,45,1,2
19300002,2,69,2025,4,2,2,2,2,45,1,2
19300003,2,38,2025,5,1,7,1,2,60,1,2
19310001,1,70,2025,3,2,7,1,2,45,2,1
19310002,2,70,2025,3,2,2,2,2,45,1,3
19310003,1,39,2025,5,1,9,1,2,58,1,3
19320002,2,72,2025,4,2,4,1,2,35,1,2
19340001,2,66,2025,3,4,5,1,6,25,2,2
19340003,1,31,2025,4,1,5,1,6,35,2,3
19350001,2,77,2025,2,3,4,2,6,30,2,1
19370001,1,71,2025,3,2,5,1,6,40,2,3
19370002,2,72,2025,3,2,2,2,6,15,2,3
19380001,1,70,2025,4,2,4,2,6,20,2,4
19380002,2,69,2025,4,2,3,1,6,20,2,4
19380101,1,39,2025,5,2,9,1,17,80,1,1
19380102,2,39,2025,5,2,6,1,17,50,1,1
19380103,2,10,2025,2,1,1,2,17,13,1,1
19400001,2,83,2025,4,3,5,2,11,15,1,1
19430001,2,82,2025,3,3,4,2,8,25,1,3
19440001,1,50,2025,6,2,13,1,8,45,1,3
19440002,2,49,2025,5,2,5,1,8,55,1,3
19440003,2,21,2025,5,1,1,2,8,55,1,3
19440004,2,17,2025,4,1,1,2,8,115,1,3
19470001,1,58,2025,4,2,11,1,8,45,1,1
19470002,2,47,2025,4,2,1,2,8,45,1,1
19470003,1,23,2025,4,1,4,1,8,64,1,1
19470004,2,21,2025,5,1,1,2,8,64,1,1
19470005,2,83,2025,2,3,2,2,8, , , 
19500001,1,84,2025,3,2,3,2,8,20,1,3
19500002,2,83,2025,3,2,3,2,8,33,1,3
19570001,1,61,2025,5,2,8,1,8,45,1,1
19570002,2,57,2025,5,2,6,2,8,42,1,1
19570003,2,30,2025,5,1,8,1,8,66,1,1
19630001,1,52,2025,5,2,11,1,2,50,1,3
19630002,2,50,2025,5,2,8,1,2,58,1,3
19630003,2,25,2025,5,1,1,2,2,58,1,3
19650001,1,57,2025,5,2,9,1,2,70,2,1
19650002,2,50,2025,4,2,5,1,2,50,2,3
19650003,1,21,2025,5,1,1,2,2,50,2,1
19660001,1,52,2025,4,2,9,1,2,60,2,1
19660002,2,50,2025,5,2,4,1,2,58,1,1
19660003,2,24,2025,5,1,7,1,2,50,1,1
19670001,1,57,2025,5,2,9,1,2,70,1,1
19670002,2,50,2025,5,2,1,2,2,50,1,1
19670003,1,24,2025,5,1,1,2,2,58,2,1
19680001,2,70,2025,4,2,1,2,2,50,1,3
19680002,2,47,2025,5,1,7,1,2,60,2,1
19680003,1,45,2025,5,1,9,1,2,70,1,1
19690001,1,55,2025,4,2,8,1,2,60,2,3
19690002,2,55,2025,4,2,1,2,2,60,2,2
19690003,2,28,2025,5,1,8,1,2,80,2,1
19710001,1,75,2025,2,2,2,1,2,36,2,4
19710002,2,71,2025,2,2,1,2,2,40,2,3
19710003,1,49,2025,5,1,9,1,2,50,2,1
19730001,1,59,2025,3,2,7,1,2,56,2,3
19730002,2,53,2025,3,2,6,1,2,60,2,1
19730003,1,28,2025,5,1,9,1,2,70,2,2
19740001,1,55,2025,5,2,11,1,2,40,2,1
19740002,2,52,2025,5,2,7,1,2,40,2,1
19740004,1,23,2025,5,1,1,2,2,40,1,1
19750001,1,67,2025,5,2,7,1,2,50,2,3
19750002,2,62,2025,4,2,3,2,2,55,2,3
19780001,1,62,2025,5,2,8,1,2,60,1,1
19780002,2,61,2025,4,2,3,1,2,50,1,2
19780003,2,28,2025,5,1,6,1,2,100,1,3
19820001,1,65,2025,4,2,7,1,2,60,2,1
19820002,2,61,2025,4,2,1,2,2,60,1,3
19820003,1,33,2025,5,1,7,1,2,80,1,1
19830001,2,92,2025,2,3,3,2,6,12,2, 
19840001,1,58,2025,4,2,9,1,6,69,2,1
19840002,2,53,2025,4,2,5,1,6,62,2,1
19840003,2,21,2025,5,1,1,2,6,55,2,1
19890001,1,70,2025,4,2,6,1,6,40,1,1
19890002,2,68,2025,4,2,4,1,6,40,1,1
19930001,1,84,2025,3,2,3,1,6,15,2, 
19930002,2,83,2025,2,2,2,2,6,18,2, 
19940002,1,65,2025,4,4,2,2,6,16,2, 
19960002,2,72,2025,2,3,2,2,6,32,2,1
19970001,1,74,2025,3,2,5,1,6,34,1,1
19970002,2,72,2025,2,2,2,2,6,34,1,1
19970003,2,47,2025,4,1,5,1,6,44,1,1
19990001,1,65,2025,3,2,6,1,6,34,1,2
19990002,2,60,2025,3,2,1,2,6,36,1,2
20000001,1,71,2025,3,2,5,1,6,19,1, 
20000002,2,67,2025,2,2,2,1,6,34,1,3
20010001,1,57,2025,4,4,7,1,6,44,2,3
20060001,1,74,2025,4,2,2,2,2,25,2, 
20060002,2,65,2025,3,2,1,2,2,35,2,1
20090003,2,40,2025,5,1,7,1,2,60,1,3
20100001,1,62,2025,5,2,7,1,2,45,1,1
20100002,2,59,2025,4,2,1,2,2,43,1,1
20100003,2,33,2025,5,1,7,1,2,60,1,1
20130001,2,90,2025,2,3,2,2,3,8,2, 
20130002,2,60,2025,4,3,7,1,3,34,2,3
20140001,2,85,2025,3,3,2,2,2,30,1,2
20140002,1,49,2025,5,1,10,1,2,60,1,3
20160001,2,79,2025,2,2,1,2,2,33,1,3
20170001,2,75,2025,3,2,1,2,2,35,1,3
20170003,1,53,2025,5,1,7,1,2,45,1,3
20180001,1,47,2025,5,2,9,1,2,30,1,1
20180002,2,45,2025,5,2,7,1,2,45,1,1
20180003,2,18,2025,4,1,1,2,2,30,1,1
20190002,2,76,2025,2,2,1,2,2,30,1,3
20200003,2,55,2025,5,2,1,2,2,46,1,3
20210001,1,65,2025,4,4,8,1,2,35,1,1
20220001,2,75,2025,2,3,3,1,2,35,1,2
20230002,2,52,2025,5,2,8,1,2,38,1,1
20240001,1,76,2025,3,2,1,2,2,33,1,3
20240002,2,74,2025,3,2,6,1,2,33,1,3
20250001,1,57,2025,4,2,7,1,2,46,1,3
20250002,2,78,2025,2,3,1,2,2,33,1,3
20250003,2,58,2025,4,2,7,1,2,46,1,3
20280001,1,63,2025,5,2,8,1,2,40,1,2
20280002,2,60,2025,4,2,6,1,2,45,1,2
20280003,1,34,2025,5,1,8,1,2,55,1,2
20290001,1,50,2025,5,2,9,1,2,69,1,1
20290002,2,43,2025,5,2,7,1,2,48,1,1
20320002,2,84,2025,2,3,2,2,2,20,2, 
20340001,1,43,2025,5,2,9,1,6,62,1,1
20340002,2,47,2025,4,2,1,2,6,42,1,1
20340003,2,12,2025,2,1,1,2,6,34,1,1
20340101,1,77,2025,3,2,5,1,6,42,2,3
20340102,2,70,2025,2,2,2,1,6,44,2,3
